,Tf,In_Degree,Out_Degree,Total_Connections,file
2260,NR1D2,74,69,143,U266.H3K27ac_DEGREE_TABLE.txt
2261,NR4A2,76,82,158,U266.H3K27ac_DEGREE_TABLE.txt
2262,NR4A3,74,55,129,U266.H3K27ac_DEGREE_TABLE.txt
2263,POU2F1,69,85,154,U266.H3K27ac_DEGREE_TABLE.txt
2264,POU2F2,75,85,160,U266.H3K27ac_DEGREE_TABLE.txt
2265,PRDM1,84,85,169,U266.H3K27ac_DEGREE_TABLE.txt
2266,PRDM5,66,84,150,U266.H3K27ac_DEGREE_TABLE.txt
2267,RFX3,73,80,153,U266.H3K27ac_DEGREE_TABLE.txt
2268,RORA,85,83,168,U266.H3K27ac_DEGREE_TABLE.txt
2269,RUNX1,84,78,162,U266.H3K27ac_DEGREE_TABLE.txt
2270,RUNX2,77,82,159,U266.H3K27ac_DEGREE_TABLE.txt
2271,SIN3A,73,85,158,U266.H3K27ac_DEGREE_TABLE.txt
2272,SMAD3,69,85,154,U266.H3K27ac_DEGREE_TABLE.txt
2273,SMAD7,78,70,148,U266.H3K27ac_DEGREE_TABLE.txt
2274,SOX11,74,85,159,U266.H3K27ac_DEGREE_TABLE.txt
2275,SP3,63,85,148,U266.H3K27ac_DEGREE_TABLE.txt
2276,SREBF2,69,76,145,U266.H3K27ac_DEGREE_TABLE.txt
2277,STAT2,80,83,163,U266.H3K27ac_DEGREE_TABLE.txt
2278,TBX6,69,75,144,U266.H3K27ac_DEGREE_TABLE.txt
2279,TCF3,72,85,157,U266.H3K27ac_DEGREE_TABLE.txt
2280,THRA,83,84,167,U266.H3K27ac_DEGREE_TABLE.txt
2281,VEZF1,66,70,136,U266.H3K27ac_DEGREE_TABLE.txt
2282,XBP1,84,54,138,U266.H3K27ac_DEGREE_TABLE.txt
2283,ZBTB38,85,72,157,U266.H3K27ac_DEGREE_TABLE.txt
2284,ZBTB7B,83,79,162,U266.H3K27ac_DEGREE_TABLE.txt
2285,ZFP1,76,83,159,U266.H3K27ac_DEGREE_TABLE.txt
2286,ZFP62,67,85,152,U266.H3K27ac_DEGREE_TABLE.txt
2287,ZFP91,78,73,151,U266.H3K27ac_DEGREE_TABLE.txt
2288,ZNF124,78,79,157,U266.H3K27ac_DEGREE_TABLE.txt
2289,ZNF217,84,53,137,U266.H3K27ac_DEGREE_TABLE.txt
2290,ZNF331,83,84,167,U266.H3K27ac_DEGREE_TABLE.txt
2291,ZNF334,76,79,155,U266.H3K27ac_DEGREE_TABLE.txt
2292,ZNF460,75,85,160,U266.H3K27ac_DEGREE_TABLE.txt
2293,ZNF490,74,73,147,U266.H3K27ac_DEGREE_TABLE.txt
2294,ZNF526,70,85,155,U266.H3K27ac_DEGREE_TABLE.txt
2295,ZNF543,75,83,158,U266.H3K27ac_DEGREE_TABLE.txt
2296,ZNF554,70,62,132,U266.H3K27ac_DEGREE_TABLE.txt
2297,ZNF574,75,83,158,U266.H3K27ac_DEGREE_TABLE.txt
2298,ZNF69,69,80,149,U266.H3K27ac_DEGREE_TABLE.txt
2299,ZNF700,69,82,151,U266.H3K27ac_DEGREE_TABLE.txt
2300,ZNF763,69,53,122,U266.H3K27ac_DEGREE_TABLE.txt
2301,ZNF791,74,70,144,U266.H3K27ac_DEGREE_TABLE.txt
2302,ZNF805,75,83,158,U266.H3K27ac_DEGREE_TABLE.txt
2303,ARID3A,103,112,215,MM2_jia_DEGREE_TABLE.txt
2304,ARID3B,110,109,219,MM2_jia_DEGREE_TABLE.txt
2305,ARID5A,114,116,230,MM2_jia_DEGREE_TABLE.txt
2306,ATF4,121,121,242,MM2_jia_DEGREE_TABLE.txt
2307,ATF5,123,122,245,MM2_jia_DEGREE_TABLE.txt
2308,BARX2,124,102,226,MM2_jia_DEGREE_TABLE.txt
2309,BCL6B,113,124,237,MM2_jia_DEGREE_TABLE.txt
2310,BCLAF1,99,124,223,MM2_jia_DEGREE_TABLE.txt
2311,BHLHE41,120,81,201,MM2_jia_DEGREE_TABLE.txt
2312,CAMTA2,111,34,145,MM2_jia_DEGREE_TABLE.txt
2313,CHD2,113,122,235,MM2_jia_DEGREE_TABLE.txt
2314,CREB1,111,120,231,MM2_jia_DEGREE_TABLE.txt
2315,CREB3L2,121,115,236,MM2_jia_DEGREE_TABLE.txt
2316,DMRTC2,119,83,202,MM2_jia_DEGREE_TABLE.txt
2317,E2F3,116,123,239,MM2_jia_DEGREE_TABLE.txt
2318,ELK3,119,97,216,MM2_jia_DEGREE_TABLE.txt
2319,ERF,111,115,226,MM2_jia_DEGREE_TABLE.txt
2320,ESRRA,114,124,238,MM2_jia_DEGREE_TABLE.txt
2321,FIZ1,114,123,237,MM2_jia_DEGREE_TABLE.txt
2322,FLI1,124,124,248,MM2_jia_DEGREE_TABLE.txt
2323,FOSB,114,67,181,MM2_jia_DEGREE_TABLE.txt
2324,FOSL1,119,101,220,MM2_jia_DEGREE_TABLE.txt
2325,FOXO3,120,123,243,MM2_jia_DEGREE_TABLE.txt
2326,GZF1,114,63,177,MM2_jia_DEGREE_TABLE.txt
2327,HAP1,99,21,120,MM2_jia_DEGREE_TABLE.txt
2328,HES1,111,121,232,MM2_jia_DEGREE_TABLE.txt
2329,HES5,113,93,206,MM2_jia_DEGREE_TABLE.txt
2330,HES7,116,122,238,MM2_jia_DEGREE_TABLE.txt
2331,HINFP,112,117,229,MM2_jia_DEGREE_TABLE.txt
2332,HIVEP2,120,121,241,MM2_jia_DEGREE_TABLE.txt
2333,IKZF1,118,122,240,MM2_jia_DEGREE_TABLE.txt
2334,IKZF3,123,124,247,MM2_jia_DEGREE_TABLE.txt
2335,IRF1,123,124,247,MM2_jia_DEGREE_TABLE.txt
2336,IRF2,114,105,219,MM2_jia_DEGREE_TABLE.txt
2337,IRF3,116,123,239,MM2_jia_DEGREE_TABLE.txt
2338,IRF4,121,115,236,MM2_jia_DEGREE_TABLE.txt
2339,JUNB,122,116,238,MM2_jia_DEGREE_TABLE.txt
2340,JUND,102,124,226,MM2_jia_DEGREE_TABLE.txt
2341,KLF1,119,124,243,MM2_jia_DEGREE_TABLE.txt
2342,KLF12,118,124,242,MM2_jia_DEGREE_TABLE.txt
2343,KLF13,123,105,228,MM2_jia_DEGREE_TABLE.txt
2344,KLF16,108,122,230,MM2_jia_DEGREE_TABLE.txt
2345,KLF2,114,123,237,MM2_jia_DEGREE_TABLE.txt
2346,KLF3,114,123,237,MM2_jia_DEGREE_TABLE.txt
2347,KLF6,103,120,223,MM2_jia_DEGREE_TABLE.txt
2348,LHX6,107,110,217,MM2_jia_DEGREE_TABLE.txt
2349,MAZ,117,124,241,MM2_jia_DEGREE_TABLE.txt
2350,MEF2C,123,121,244,MM2_jia_DEGREE_TABLE.txt
2351,MEF2D,120,122,242,MM2_jia_DEGREE_TABLE.txt
2352,MNT,108,80,188,MM2_jia_DEGREE_TABLE.txt
2353,MZF1,116,123,239,MM2_jia_DEGREE_TABLE.txt
2354,NFE2L2,114,103,217,MM2_jia_DEGREE_TABLE.txt
2355,NFE2L3,114,123,237,MM2_jia_DEGREE_TABLE.txt
2356,NFIX,119,121,240,MM2_jia_DEGREE_TABLE.txt
2357,NFKB1,97,123,220,MM2_jia_DEGREE_TABLE.txt
2358,NFKB2,108,120,228,MM2_jia_DEGREE_TABLE.txt
2359,NR1D1,119,122,241,MM2_jia_DEGREE_TABLE.txt
2360,NR3C1,122,118,240,MM2_jia_DEGREE_TABLE.txt
2361,NR4A2,114,124,238,MM2_jia_DEGREE_TABLE.txt
2362,NR4A3,93,87,180,MM2_jia_DEGREE_TABLE.txt
2363,OVOL1,108,102,210,MM2_jia_DEGREE_TABLE.txt
2364,PAX5,116,124,240,MM2_jia_DEGREE_TABLE.txt
2365,PBX2,110,101,211,MM2_jia_DEGREE_TABLE.txt
2366,POU2F2,122,124,246,MM2_jia_DEGREE_TABLE.txt
2367,POU5F1,113,123,236,MM2_jia_DEGREE_TABLE.txt
2368,PRDM1,124,122,246,MM2_jia_DEGREE_TABLE.txt
2369,PRDM10,89,97,186,MM2_jia_DEGREE_TABLE.txt
2370,RARA,102,124,226,MM2_jia_DEGREE_TABLE.txt
2371,RAX2,94,71,165,MM2_jia_DEGREE_TABLE.txt
2372,RELA,113,124,237,MM2_jia_DEGREE_TABLE.txt
2373,RELB,115,112,227,MM2_jia_DEGREE_TABLE.txt
2374,RFX1,90,124,214,MM2_jia_DEGREE_TABLE.txt
2375,RFX3,107,121,228,MM2_jia_DEGREE_TABLE.txt
2376,SF1,109,112,221,MM2_jia_DEGREE_TABLE.txt
2377,SIN3A,109,124,233,MM2_jia_DEGREE_TABLE.txt
2378,SIX5,108,124,232,MM2_jia_DEGREE_TABLE.txt
2379,SMAD7,123,112,235,MM2_jia_DEGREE_TABLE.txt
2380,SOX15,106,123,229,MM2_jia_DEGREE_TABLE.txt
2381,TBX6,103,115,218,MM2_jia_DEGREE_TABLE.txt
2382,TCF3,108,124,232,MM2_jia_DEGREE_TABLE.txt
2383,TCF4,113,120,233,MM2_jia_DEGREE_TABLE.txt
2384,TFEB,116,93,209,MM2_jia_DEGREE_TABLE.txt
2385,TGIF2,98,107,205,MM2_jia_DEGREE_TABLE.txt
2386,THRA,119,122,241,MM2_jia_DEGREE_TABLE.txt
2387,USF1,104,120,224,MM2_jia_DEGREE_TABLE.txt
2388,XBP1,122,105,227,MM2_jia_DEGREE_TABLE.txt
2389,ZBTB1,115,98,213,MM2_jia_DEGREE_TABLE.txt
2390,ZBTB32,106,100,206,MM2_jia_DEGREE_TABLE.txt
2391,ZBTB38,123,111,234,MM2_jia_DEGREE_TABLE.txt
2392,ZBTB5,90,122,212,MM2_jia_DEGREE_TABLE.txt
2393,ZBTB7A,109,122,231,MM2_jia_DEGREE_TABLE.txt
2394,ZFP62,122,124,246,MM2_jia_DEGREE_TABLE.txt
2395,ZFP91,115,116,231,MM2_jia_DEGREE_TABLE.txt
2396,ZNF114,121,96,217,MM2_jia_DEGREE_TABLE.txt
2397,ZNF143,101,116,217,MM2_jia_DEGREE_TABLE.txt
2398,ZNF215,119,115,234,MM2_jia_DEGREE_TABLE.txt
2399,ZNF217,119,80,199,MM2_jia_DEGREE_TABLE.txt
2400,ZNF283,121,123,244,MM2_jia_DEGREE_TABLE.txt
2401,ZNF335,102,114,216,MM2_jia_DEGREE_TABLE.txt
2402,ZNF367,105,98,203,MM2_jia_DEGREE_TABLE.txt
2403,ZNF460,108,124,232,MM2_jia_DEGREE_TABLE.txt
2404,ZNF48,105,116,221,MM2_jia_DEGREE_TABLE.txt
2405,ZNF490,104,109,213,MM2_jia_DEGREE_TABLE.txt
2406,ZNF524,114,124,238,MM2_jia_DEGREE_TABLE.txt
2407,ZNF526,93,123,216,MM2_jia_DEGREE_TABLE.txt
2408,ZNF543,108,124,232,MM2_jia_DEGREE_TABLE.txt
2409,ZNF557,115,121,236,MM2_jia_DEGREE_TABLE.txt
2410,ZNF574,122,124,246,MM2_jia_DEGREE_TABLE.txt
2411,ZNF579,94,124,218,MM2_jia_DEGREE_TABLE.txt
2412,ZNF580,116,122,238,MM2_jia_DEGREE_TABLE.txt
2413,ZNF581,116,112,228,MM2_jia_DEGREE_TABLE.txt
2414,ZNF592,111,73,184,MM2_jia_DEGREE_TABLE.txt
2415,ZNF595,114,124,238,MM2_jia_DEGREE_TABLE.txt
2416,ZNF643,121,114,235,MM2_jia_DEGREE_TABLE.txt
2417,ZNF688,107,100,207,MM2_jia_DEGREE_TABLE.txt
2418,ZNF689,105,120,225,MM2_jia_DEGREE_TABLE.txt
2419,ZNF718,114,123,237,MM2_jia_DEGREE_TABLE.txt
2420,ZNF764,107,85,192,MM2_jia_DEGREE_TABLE.txt
2421,ZNF768,107,124,231,MM2_jia_DEGREE_TABLE.txt
2422,ZNF771,105,95,200,MM2_jia_DEGREE_TABLE.txt
2423,ZNF784,116,118,234,MM2_jia_DEGREE_TABLE.txt
2424,ZNF785,107,104,211,MM2_jia_DEGREE_TABLE.txt
2425,ZNF791,104,112,216,MM2_jia_DEGREE_TABLE.txt
2426,ZNF805,108,122,230,MM2_jia_DEGREE_TABLE.txt
2427,ARID3A,105,103,208,KMS12_H3K27ac_DEGREE_TABLE.txt
2428,ATF4,104,106,210,KMS12_H3K27ac_DEGREE_TABLE.txt
2429,ATF6,100,71,171,KMS12_H3K27ac_DEGREE_TABLE.txt
2430,BCL11A,100,107,207,KMS12_H3K27ac_DEGREE_TABLE.txt
2431,BHLHE40,101,94,195,KMS12_H3K27ac_DEGREE_TABLE.txt
2432,BHLHE41,107,71,178,KMS12_H3K27ac_DEGREE_TABLE.txt
2433,CAMTA2,100,34,134,KMS12_H3K27ac_DEGREE_TABLE.txt
2434,CEBPB,88,105,193,KMS12_H3K27ac_DEGREE_TABLE.txt
2435,CHD2,100,106,206,KMS12_H3K27ac_DEGREE_TABLE.txt
2436,CREB3L2,104,99,203,KMS12_H3K27ac_DEGREE_TABLE.txt
2437,CREB3L4,105,87,192,KMS12_H3K27ac_DEGREE_TABLE.txt
2438,DBP,97,102,199,KMS12_H3K27ac_DEGREE_TABLE.txt
2439,DDIT3,98,104,202,KMS12_H3K27ac_DEGREE_TABLE.txt
2440,E4F1,98,105,203,KMS12_H3K27ac_DEGREE_TABLE.txt
2441,ELF1,96,107,203,KMS12_H3K27ac_DEGREE_TABLE.txt
2442,ETV6,105,105,210,KMS12_H3K27ac_DEGREE_TABLE.txt
2443,FBP1,92,102,194,KMS12_H3K27ac_DEGREE_TABLE.txt
2444,FBP2,92,106,198,KMS12_H3K27ac_DEGREE_TABLE.txt
2445,FIZ1,103,107,210,KMS12_H3K27ac_DEGREE_TABLE.txt
2446,FLI1,105,107,212,KMS12_H3K27ac_DEGREE_TABLE.txt
2447,FOSL1,96,97,193,KMS12_H3K27ac_DEGREE_TABLE.txt
2448,FOXH1,99,100,199,KMS12_H3K27ac_DEGREE_TABLE.txt
2449,FOXN3,104,89,193,KMS12_H3K27ac_DEGREE_TABLE.txt
2450,FOXP1,102,107,209,KMS12_H3K27ac_DEGREE_TABLE.txt
2451,FOXR1,91,106,197,KMS12_H3K27ac_DEGREE_TABLE.txt
2452,GLI1,101,105,206,KMS12_H3K27ac_DEGREE_TABLE.txt
2453,GMEB2,99,86,185,KMS12_H3K27ac_DEGREE_TABLE.txt
2454,GZF1,103,66,169,KMS12_H3K27ac_DEGREE_TABLE.txt
2455,HES1,105,107,212,KMS12_H3K27ac_DEGREE_TABLE.txt
2456,HEY2,100,81,181,KMS12_H3K27ac_DEGREE_TABLE.txt
2457,HINFP,103,101,204,KMS12_H3K27ac_DEGREE_TABLE.txt
2458,HIVEP2,99,106,205,KMS12_H3K27ac_DEGREE_TABLE.txt
2459,HNF1B,99,97,196,KMS12_H3K27ac_DEGREE_TABLE.txt
2460,IKZF1,104,106,210,KMS12_H3K27ac_DEGREE_TABLE.txt
2461,IKZF3,97,107,204,KMS12_H3K27ac_DEGREE_TABLE.txt
2462,IRF2,104,94,198,KMS12_H3K27ac_DEGREE_TABLE.txt
2463,IRF4,107,104,211,KMS12_H3K27ac_DEGREE_TABLE.txt
2464,IRF5,94,99,193,KMS12_H3K27ac_DEGREE_TABLE.txt
2465,JUNB,105,105,210,KMS12_H3K27ac_DEGREE_TABLE.txt
2466,KLF1,105,107,212,KMS12_H3K27ac_DEGREE_TABLE.txt
2467,KLF10,94,105,199,KMS12_H3K27ac_DEGREE_TABLE.txt
2468,KLF13,106,95,201,KMS12_H3K27ac_DEGREE_TABLE.txt
2469,KLF2,100,105,205,KMS12_H3K27ac_DEGREE_TABLE.txt
2470,LBX2,103,99,202,KMS12_H3K27ac_DEGREE_TABLE.txt
2471,MAZ,103,107,210,KMS12_H3K27ac_DEGREE_TABLE.txt
2472,MEF2D,102,106,208,KMS12_H3K27ac_DEGREE_TABLE.txt
2473,MNX1,104,93,197,KMS12_H3K27ac_DEGREE_TABLE.txt
2474,MXI1,104,106,210,KMS12_H3K27ac_DEGREE_TABLE.txt
2475,MYC,99,103,202,KMS12_H3K27ac_DEGREE_TABLE.txt
2476,MZF1,97,107,204,KMS12_H3K27ac_DEGREE_TABLE.txt
2477,NFATC1,93,107,200,KMS12_H3K27ac_DEGREE_TABLE.txt
2478,NFATC3,93,99,192,KMS12_H3K27ac_DEGREE_TABLE.txt
2479,NFE2L1,102,91,193,KMS12_H3K27ac_DEGREE_TABLE.txt
2480,NFE2L2,103,104,207,KMS12_H3K27ac_DEGREE_TABLE.txt
2481,NFE2L3,106,107,213,KMS12_H3K27ac_DEGREE_TABLE.txt
2482,NFIX,106,107,213,KMS12_H3K27ac_DEGREE_TABLE.txt
2483,NR1D1,104,107,211,KMS12_H3K27ac_DEGREE_TABLE.txt
2484,NR3C1,102,106,208,KMS12_H3K27ac_DEGREE_TABLE.txt
2485,NR4A2,101,106,207,KMS12_H3K27ac_DEGREE_TABLE.txt
2486,OVOL1,93,86,179,KMS12_H3K27ac_DEGREE_TABLE.txt
2487,PBX2,95,96,191,KMS12_H3K27ac_DEGREE_TABLE.txt
2488,POU2F1,89,107,196,KMS12_H3K27ac_DEGREE_TABLE.txt
2489,POU5F1,105,106,211,KMS12_H3K27ac_DEGREE_TABLE.txt
2490,PRDM1,106,107,213,KMS12_H3K27ac_DEGREE_TABLE.txt
2491,PRDM10,88,83,171,KMS12_H3K27ac_DEGREE_TABLE.txt
2492,RELA,94,107,201,KMS12_H3K27ac_DEGREE_TABLE.txt
2493,RFX7,94,62,156,KMS12_H3K27ac_DEGREE_TABLE.txt
2494,RORA,104,107,211,KMS12_H3K27ac_DEGREE_TABLE.txt
2495,RREB1,103,107,210,KMS12_H3K27ac_DEGREE_TABLE.txt
2496,RUNX1,106,104,210,KMS12_H3K27ac_DEGREE_TABLE.txt
2497,RUNX2,99,105,204,KMS12_H3K27ac_DEGREE_TABLE.txt
2498,SIN3A,93,107,200,KMS12_H3K27ac_DEGREE_TABLE.txt
2499,SMAD2,94,100,194,KMS12_H3K27ac_DEGREE_TABLE.txt
2500,SMAD7,107,102,209,KMS12_H3K27ac_DEGREE_TABLE.txt
2501,SOX12,92,107,199,KMS12_H3K27ac_DEGREE_TABLE.txt
2502,SOX5,100,102,202,KMS12_H3K27ac_DEGREE_TABLE.txt
2503,STAT6,100,107,207,KMS12_H3K27ac_DEGREE_TABLE.txt
2504,TCF12,87,107,194,KMS12_H3K27ac_DEGREE_TABLE.txt
2505,TCF4,94,105,199,KMS12_H3K27ac_DEGREE_TABLE.txt
2506,THAP1,103,107,210,KMS12_H3K27ac_DEGREE_TABLE.txt
2507,THRA,104,106,210,KMS12_H3K27ac_DEGREE_TABLE.txt
2508,TLX2,103,106,209,KMS12_H3K27ac_DEGREE_TABLE.txt
2509,XBP1,103,87,190,KMS12_H3K27ac_DEGREE_TABLE.txt
2510,ZBTB38,100,102,202,KMS12_H3K27ac_DEGREE_TABLE.txt
2511,ZBTB7B,107,105,212,KMS12_H3K27ac_DEGREE_TABLE.txt
2512,ZFP62,105,107,212,KMS12_H3K27ac_DEGREE_TABLE.txt
2513,ZFP91,102,107,209,KMS12_H3K27ac_DEGREE_TABLE.txt
2514,ZNF114,102,85,187,KMS12_H3K27ac_DEGREE_TABLE.txt
2515,ZNF143,94,100,194,KMS12_H3K27ac_DEGREE_TABLE.txt
2516,ZNF217,105,81,186,KMS12_H3K27ac_DEGREE_TABLE.txt
2517,ZNF251,101,106,207,KMS12_H3K27ac_DEGREE_TABLE.txt
2518,ZNF3,95,93,188,KMS12_H3K27ac_DEGREE_TABLE.txt
2519,ZNF34,101,90,191,KMS12_H3K27ac_DEGREE_TABLE.txt
2520,ZNF407,86,107,193,KMS12_H3K27ac_DEGREE_TABLE.txt
2521,ZNF48,104,103,207,KMS12_H3K27ac_DEGREE_TABLE.txt
2522,ZNF517,101,107,208,KMS12_H3K27ac_DEGREE_TABLE.txt
2523,ZNF524,103,106,209,KMS12_H3K27ac_DEGREE_TABLE.txt
2524,ZNF580,103,105,208,KMS12_H3K27ac_DEGREE_TABLE.txt
2525,ZNF581,103,106,209,KMS12_H3K27ac_DEGREE_TABLE.txt
2526,ZNF652,99,107,206,KMS12_H3K27ac_DEGREE_TABLE.txt
2527,ZNF688,95,93,188,KMS12_H3K27ac_DEGREE_TABLE.txt
2528,ZNF689,90,105,195,KMS12_H3K27ac_DEGREE_TABLE.txt
2529,ZNF764,95,76,171,KMS12_H3K27ac_DEGREE_TABLE.txt
2530,ZNF768,95,107,202,KMS12_H3K27ac_DEGREE_TABLE.txt
2531,ZNF775,106,106,212,KMS12_H3K27ac_DEGREE_TABLE.txt
2532,ZNF784,103,107,210,KMS12_H3K27ac_DEGREE_TABLE.txt
2533,ZNF785,95,96,191,KMS12_H3K27ac_DEGREE_TABLE.txt
2534,ARF1,104,43,147,NCI-H929.H3K27ac_DEGREE_TABLE.txt
2535,ARID3A,104,107,211,NCI-H929.H3K27ac_DEGREE_TABLE.txt
2536,ARID5A,106,113,219,NCI-H929.H3K27ac_DEGREE_TABLE.txt
2537,ARNT,113,81,194,NCI-H929.H3K27ac_DEGREE_TABLE.txt
2538,ATF4,109,112,221,NCI-H929.H3K27ac_DEGREE_TABLE.txt
2539,ATF5,110,115,225,NCI-H929.H3K27ac_DEGREE_TABLE.txt
2540,ATF6,111,72,183,NCI-H929.H3K27ac_DEGREE_TABLE.txt
2541,CAMTA2,111,29,140,NCI-H929.H3K27ac_DEGREE_TABLE.txt
2542,CEBPB,93,106,199,NCI-H929.H3K27ac_DEGREE_TABLE.txt
2543,CHD2,98,114,212,NCI-H929.H3K27ac_DEGREE_TABLE.txt
2544,CREB3L4,117,84,201,NCI-H929.H3K27ac_DEGREE_TABLE.txt
2545,CTCF,103,120,223,NCI-H929.H3K27ac_DEGREE_TABLE.txt
2546,CTCFL,113,120,233,NCI-H929.H3K27ac_DEGREE_TABLE.txt
2547,CUX1,110,102,212,NCI-H929.H3K27ac_DEGREE_TABLE.txt
2548,DEAF1,86,107,193,NCI-H929.H3K27ac_DEGREE_TABLE.txt
2549,DMRTC2,113,82,195,NCI-H929.H3K27ac_DEGREE_TABLE.txt
2550,E2F2,106,114,220,NCI-H929.H3K27ac_DEGREE_TABLE.txt
2551,E2F3,107,120,227,NCI-H929.H3K27ac_DEGREE_TABLE.txt
2552,ETV3,109,87,196,NCI-H929.H3K27ac_DEGREE_TABLE.txt
2553,FIZ1,105,120,225,NCI-H929.H3K27ac_DEGREE_TABLE.txt
2554,FLI1,117,120,237,NCI-H929.H3K27ac_DEGREE_TABLE.txt
2555,FOSB,109,45,154,NCI-H929.H3K27ac_DEGREE_TABLE.txt
2556,FOSL1,104,88,192,NCI-H929.H3K27ac_DEGREE_TABLE.txt
2557,FOSL2,100,101,201,NCI-H929.H3K27ac_DEGREE_TABLE.txt
2558,FOXO3,106,120,226,NCI-H929.H3K27ac_DEGREE_TABLE.txt
2559,FOXP2,95,114,209,NCI-H929.H3K27ac_DEGREE_TABLE.txt
2560,FOXR1,117,110,227,NCI-H929.H3K27ac_DEGREE_TABLE.txt
2561,GFI1,108,116,224,NCI-H929.H3K27ac_DEGREE_TABLE.txt
2562,GMEB2,91,73,164,NCI-H929.H3K27ac_DEGREE_TABLE.txt
2563,HES1,109,116,225,NCI-H929.H3K27ac_DEGREE_TABLE.txt
2564,HES5,106,87,193,NCI-H929.H3K27ac_DEGREE_TABLE.txt
2565,HES7,105,119,224,NCI-H929.H3K27ac_DEGREE_TABLE.txt
2566,HINFP,113,114,227,NCI-H929.H3K27ac_DEGREE_TABLE.txt
2567,IKZF3,109,120,229,NCI-H929.H3K27ac_DEGREE_TABLE.txt
2568,IRF1,116,120,236,NCI-H929.H3K27ac_DEGREE_TABLE.txt
2569,IRF2,119,112,231,NCI-H929.H3K27ac_DEGREE_TABLE.txt
2570,IRF4,111,110,221,NCI-H929.H3K27ac_DEGREE_TABLE.txt
2571,JUNB,108,108,216,NCI-H929.H3K27ac_DEGREE_TABLE.txt
2572,JUND,97,120,217,NCI-H929.H3K27ac_DEGREE_TABLE.txt
2573,KLF1,112,120,232,NCI-H929.H3K27ac_DEGREE_TABLE.txt
2574,KLF10,104,119,223,NCI-H929.H3K27ac_DEGREE_TABLE.txt
2575,KLF13,118,90,208,NCI-H929.H3K27ac_DEGREE_TABLE.txt
2576,KLF16,108,119,227,NCI-H929.H3K27ac_DEGREE_TABLE.txt
2577,KLF2,109,119,228,NCI-H929.H3K27ac_DEGREE_TABLE.txt
2578,KLF6,107,104,211,NCI-H929.H3K27ac_DEGREE_TABLE.txt
2579,KLF9,106,119,225,NCI-H929.H3K27ac_DEGREE_TABLE.txt
2580,MAF,110,119,229,NCI-H929.H3K27ac_DEGREE_TABLE.txt
2581,MAFF,113,120,233,NCI-H929.H3K27ac_DEGREE_TABLE.txt
2582,MAZ,102,120,222,NCI-H929.H3K27ac_DEGREE_TABLE.txt
2583,MEF2C,111,118,229,NCI-H929.H3K27ac_DEGREE_TABLE.txt
2584,MEF2D,115,113,228,NCI-H929.H3K27ac_DEGREE_TABLE.txt
2585,MNT,110,73,183,NCI-H929.H3K27ac_DEGREE_TABLE.txt
2586,MYBL2,106,89,195,NCI-H929.H3K27ac_DEGREE_TABLE.txt
2587,NFATC2,113,118,231,NCI-H929.H3K27ac_DEGREE_TABLE.txt
2588,NFE2L2,104,101,205,NCI-H929.H3K27ac_DEGREE_TABLE.txt
2589,NFE2L3,98,120,218,NCI-H929.H3K27ac_DEGREE_TABLE.txt
2590,NFIC,98,111,209,NCI-H929.H3K27ac_DEGREE_TABLE.txt
2591,NFIX,112,112,224,NCI-H929.H3K27ac_DEGREE_TABLE.txt
2592,NR1I3,114,84,198,NCI-H929.H3K27ac_DEGREE_TABLE.txt
2593,NR3C1,110,112,222,NCI-H929.H3K27ac_DEGREE_TABLE.txt
2594,PBX4,109,94,203,NCI-H929.H3K27ac_DEGREE_TABLE.txt
2595,POU2F1,93,120,213,NCI-H929.H3K27ac_DEGREE_TABLE.txt
2596,PRDM1,118,118,236,NCI-H929.H3K27ac_DEGREE_TABLE.txt
2597,PRDM10,81,87,168,NCI-H929.H3K27ac_DEGREE_TABLE.txt
2598,RARA,114,120,234,NCI-H929.H3K27ac_DEGREE_TABLE.txt
2599,RARG,109,120,229,NCI-H929.H3K27ac_DEGREE_TABLE.txt
2600,RUNX1,103,109,212,NCI-H929.H3K27ac_DEGREE_TABLE.txt
2601,RUNX2,119,117,236,NCI-H929.H3K27ac_DEGREE_TABLE.txt
2602,RUNX3,113,117,230,NCI-H929.H3K27ac_DEGREE_TABLE.txt
2603,RXRB,103,115,218,NCI-H929.H3K27ac_DEGREE_TABLE.txt
2604,SF1,93,94,187,NCI-H929.H3K27ac_DEGREE_TABLE.txt
2605,SIN3A,101,120,221,NCI-H929.H3K27ac_DEGREE_TABLE.txt
2606,SMAD2,89,101,190,NCI-H929.H3K27ac_DEGREE_TABLE.txt
2607,SMAD7,119,102,221,NCI-H929.H3K27ac_DEGREE_TABLE.txt
2608,SOX11,106,120,226,NCI-H929.H3K27ac_DEGREE_TABLE.txt
2609,SOX15,107,120,227,NCI-H929.H3K27ac_DEGREE_TABLE.txt
2610,SP3,82,120,202,NCI-H929.H3K27ac_DEGREE_TABLE.txt
2611,SREBF1,118,112,230,NCI-H929.H3K27ac_DEGREE_TABLE.txt
2612,SRF,95,120,215,NCI-H929.H3K27ac_DEGREE_TABLE.txt
2613,TBX6,95,100,195,NCI-H929.H3K27ac_DEGREE_TABLE.txt
2614,TCF3,114,120,234,NCI-H929.H3K27ac_DEGREE_TABLE.txt
2615,TCFL5,114,91,205,NCI-H929.H3K27ac_DEGREE_TABLE.txt
2616,TEF,100,112,212,NCI-H929.H3K27ac_DEGREE_TABLE.txt
